symbol,date,open,high,low,close,volume,adjclose,dividends,splits,rolling_30day_high,sma25,sma50,sma100,pc_sma25_by_close,pc_sma50_by_close,pc_sma25_by_sma100,mean_of_sma50_by_close_last_5_days
akam,2023-03-31,76.8499984741211,78.4000015258789,76.76000213623047,78.30000305175781,1406400,78.30000305175781,0.0,0.0,78.4000015258789,74.36480133056641,79.50320083618163,83.9761003112793,5.291753155768744,-1.513395400146267,-5.326395794181553,-3.7630645642719975
alb,2023-03-31,223.22999572753906,224.57000732421875,219.22000122070312,221.0399932861328,1835100,221.0399932861328,0.0,0.0,279.0400085449219,230.609970703125,249.6804183959961,252.68406036376953,-4.149854140223648,-11.470833513439262,-1.1886946740721689,-11.759939729035626
algn,2023-03-31,315.0400085449219,335.1499938964844,315.0,334.1400146484375,1215100,334.1400146484375,0.0,0.0,357.0,317.8900036621094,310.3124029541016,257.7936015319824,5.111834533683706,7.678588244460302,20.372422399166325,1.763214064291829
alk,2023-03-31,41.459999084472656,41.970001220703125,41.38999938964844,41.959999084472656,1288600,41.959999084472656,0.0,0.0,49.75,43.374000244140625,46.86740013122559,46.240100135803225,-3.260020177315753,-10.470819872688768,1.356614699319499,-14.246347422393644
all,2023-03-31,109.97000122070312,111.27999877929688,109.8499984741211,110.80999755859375,1901100,110.80999755859375,0.0,0.0,136.94000244140625,115.70639923095703,123.41734008789062,127.82956909179687,-4.231746649197652,-10.215211671486891,-3.451649751504475,-12.57745813089946
alle,2023-03-31,105.79000091552734,106.8499984741211,105.33999633789062,106.7300033569336,726500,106.7300033569336,0.0,0.0,118.88999938964844,107.65986633300781,112.10085678100586,110.788715133667,-0.8637043754057948,-4.791090432577579,1.184363990281644,-6.693095202088372
amat,2023-03-31,121.5199966430664,123.5199966430664,121.0,122.83000183105469,5014600,122.83000183105469,0.0,0.0,125.62000274658203,118.94560028076172,116.9129539489746,110.53704742431641,3.2656958652729813,5.061071234811598,5.768117272196645,3.1185127904704775
amcr,2023-03-31,11.210000038146973,11.390000343322754,11.180000305175781,11.380000114440918,6976800,11.380000114440918,0.0,0.0,11.510000228881836,10.977480010986328,11.244370174407958,11.554687223434449,3.666780563952248,1.2062030858931672,-2.6856378110964907,-1.2467608903379364
amd,2023-03-31,96.33999633789062,98.36000061035156,95.2699966430664,98.01000213623047,55827600,98.01000213623047,0.0,0.0,102.43000030517578,89.52879943847657,84.69319961547852,76.96699977874756,9.473155845881873,15.723579438741822,10.038327931374488,15.599772322982243
ame,2023-03-31,143.50999450683594,145.50999450683594,143.07000732421875,145.3300018310547,1159700,145.3300018310547,0.0,0.0,146.8699951171875,139.69936828613282,141.8715512084961,140.99779815673827,4.0305361534557385,2.4377337056645043,0.6196926924961871,0.34065215674516036
amgn,2023-03-31,241.42999267578125,242.39999389648438,239.14999389648438,241.75,2762500,241.75,0.0,0.0,242.80999755859375,233.9575988769531,239.17298126220703,256.2349360656738,3.3306894755511642,1.0774706759070602,-6.658715265545896,-0.05345294027037064
amp,2023-03-31,304.239990234375,306.7300109863281,302.05999755859375,306.5,511800,306.5,0.0,0.0,352.739990234375,310.62720092773435,328.3810986328125,324.2292398071289,-1.328666940759808,-6.663324632237555,1.2805318940862185,-8.522123927279143
amt,2023-03-31,201.13999938964844,204.49000549316406,201.00999450683594,204.33999633789062,2558000,204.33999633789062,0.0,0.0,211.97000122070312,197.42399963378907,206.59359954833985,211.1695344543457,3.503118525068058,-1.0908388330403809,-2.166948427399761,-4.614653967143543
amzn,2023-03-31,102.16000366210938,103.48999786376953,101.94999694824219,103.29000091552734,56704300,103.29000091552734,0.0,0.0,103.48999786376953,96.34279968261718,97.98119995117187,94.40519989013671,7.2109189849126025,5.418183250461381,3.7879270052885867,2.4990187849042096
